Product type,SKU,Price,Availability,Number of products sold,Revenue generated,Customer demographics,Stock levels,Lead times,Order quantities,Shipping times,Shipping carriers,Shipping costs,Supplier name,Location,Lead time,Production volumes,Manufacturing lead time,Manufacturing costs,Inspection results,Defect rates,Transportation modes,Routes,Costs
skincare,SKU370,67.18,80,176,5737.61,Unknown,12,2,77,3,Carrier C,675.3,Supplier 5,Bangalore,1,818,3,88.39,Fail,1.250594,Sea,Route B,296.07
haircare,SKU371,19.31,85,342,6604.4,Unknown,75,10,10,3,Carrier B,936.76,Supplier 5,Chennai,28,860,20,61.02,Fail,3.196529,Air,Route B,834.09
haircare,SKU372,59.12,72,318,3557.41,Male,34,13,13,3,Carrier C,543.31,Supplier 2,Bangalore,28,281,13,90.25,Pending,2.584029,Sea,Route A,179.8
skincare,SKU373,10.85,92,875,8092.05,Male,92,6,83,27,Carrier A,716.15,Supplier 2,Chennai,27,164,4,82.7,Pending,2.90553,Air,Route C,718.78
cosmetics,SKU374,36.06,93,632,1502.19,Non-binary,25,20,3,25,Carrier C,341.86,Supplier 1,Mumbai,21,252,24,57.39,Fail,3.448516,Road,Route B,373.84
haircare,SKU375,57.32,10,783,8232.39,Unknown,36,11,77,9,Carrier B,211.19,Supplier 5,Delhi,9,919,22,29.17,Pass,1.397856,Rail,Route B,409.14
haircare,SKU376,42.77,21,480,4418.33,Female,99,2,24,12,Carrier C,481.97,Supplier 5,Chennai,2,612,8,38.65,Pending,2.205549,Sea,Route A,996.29
skincare,SKU377,64.52,52,198,3656.49,Unknown,56,1,78,14,Carrier C,157.45,Supplier 3,Mumbai,29,409,15,40.39,Pass,4.667195,Sea,Route A,446.82
skincare,SKU378,77.86,69,578,2036.06,Unknown,2,24,9,24,Carrier C,501.91,Supplier 4,Kolkata,27,901,22,30.81,Fail,1.273244,Rail,Route B,486.2
haircare,SKU379,40.06,34,507,8448.14,Male,96,12,49,3,Carrier C,924.3,Supplier 1,Delhi,26,847,23,22.49,Pending,0.644252,Rail,Route C,259.05
haircare,SKU380,21.55,90,259,7839.76,Male,3,12,44,13,Carrier B,576.55,Supplier 4,Delhi,5,496,1,20.16,Pass,0.407311,Air,Route B,516.64
cosmetics,SKU381,71.15,37,819,1755.45,Male,97,25,94,27,Carrier B,133.1,Supplier 5,Kolkata,8,996,14,36.0,Pass,0.776371,Air,Route B,858.66
skincare,SKU382,61.57,90,518,3119.38,Unknown,50,3,45,10,Carrier C,873.26,Supplier 1,Bangalore,27,539,23,75.91,Pending,2.825894,Sea,Route C,369.27
skincare,SKU383,38.32,22,797,1762.77,Non-binary,49,20,16,13,Carrier C,586.08,Supplier 1,Chennai,2,509,24,91.84,Fail,2.789354,Road,Route C,664.63
cosmetics,SKU384,21.12,44,741,3518.06,Male,0,1,98,19,Carrier A,181.0,Supplier 1,Kolkata,20,230,10,50.93,Fail,0.626978,Sea,Route A,551.76
skincare,SKU385,35.43,99,23,4931.45,Non-binary,29,7,93,12,Carrier C,205.33,Supplier 5,Bangalore,23,497,27,47.4,Fail,1.193617,Rail,Route A,950.49
haircare,SKU386,30.5,29,574,2320.8,Unknown,2,12,98,10,Carrier B,782.86,Supplier 4,Kolkata,5,259,22,51.26,Fail,4.223903,Air,Route C,896.37
haircare,SKU387,53.05,34,438,6468.06,Unknown,3,3,15,24,Carrier A,503.94,Supplier 3,Bangalore,27,472,5,42.43,Fail,1.965873,Air,Route C,593.51
cosmetics,SKU388,21.89,30,511,6655.95,Female,42,23,60,5,Carrier B,653.85,Supplier 3,Bangalore,4,621,20,25.74,Pass,2.733781,Air,Route B,338.3
haircare,SKU389,55.2,57,885,6848.75,Unknown,52,19,41,26,Carrier A,668.12,Supplier 1,Delhi,24,647,7,71.66,Pass,2.575104,Sea,Route B,492.93
cosmetics,SKU390,46.14,28,601,3382.22,Unknown,57,25,9,3,Carrier B,525.94,Supplier 5,Chennai,11,111,12,25.79,Pending,0.868549,Rail,Route A,123.86
skincare,SKU391,54.85,11,726,3950.25,Female,39,6,94,14,Carrier C,210.25,Supplier 3,Kolkata,9,869,8,26.51,Pass,0.696863,Rail,Route A,445.28
cosmetics,SKU392,80.61,75,50,9617.71,Female,54,2,44,25,Carrier C,480.91,Supplier 4,Delhi,19,811,3,51.72,Pass,4.370618,Road,Route C,664.0
haircare,SKU393,46.64,30,366,4693.93,Male,52,20,46,8,Carrier A,278.49,Supplier 1,Mumbai,4,994,10,66.74,Pass,2.602866,Sea,Route A,827.21
skincare,SKU394,62.45,35,504,8199.52,Female,94,8,87,21,Carrier B,406.12,Supplier 4,Mumbai,23,111,15,60.94,Fail,3.56879,Sea,Route A,571.02
cosmetics,SKU395,13.14,71,446,8111.52,Unknown,26,8,76,18,Carrier B,885.49,Supplier 4,Kolkata,1,180,21,95.74,Pass,4.617198,Sea,Route A,702.66
cosmetics,SKU396,97.35,3,899,6388.95,Unknown,17,13,95,6,Carrier C,626.95,Supplier 1,Mumbai,13,238,28,87.4,Fail,4.923291,Air,Route B,988.45
skincare,SKU397,77.72,93,848,7220.23,Female,17,16,91,21,Carrier A,947.54,Supplier 4,Delhi,22,347,3,38.81,Fail,2.16664,Sea,Route B,153.85
skincare,SKU398,71.69,84,11,4430.97,Unknown,33,4,5,13,Carrier C,921.02,Supplier 1,Delhi,20,634,6,83.42,Pass,1.211769,Air,Route C,690.23
haircare,SKU399,40.18,94,167,2455.22,Male,39,16,58,14,Carrier C,364.09,Supplier 4,Bangalore,29,715,25,44.25,Fail,2.691649,Sea,Route B,391.26
cosmetics,SKU400,82.11,34,791,4053.16,Female,2,19,58,23,Carrier C,593.29,Supplier 1,Bangalore,20,158,14,30.13,Fail,2.140237,Sea,Route C,382.22
cosmetics,SKU401,30.51,32,517,6291.54,Non-binary,39,24,33,15,Carrier C,860.13,Supplier 2,Chennai,6,936,28,62.11,Pending,4.455515,Air,Route B,258.67
haircare,SKU402,15.95,89,652,7656.93,Female,22,9,62,21,Carrier C,957.18,Supplier 2,Mumbai,29,850,12,68.43,Pending,1.505666,Air,Route B,343.1
skincare,SKU403,52.08,14,733,3835.94,Male,58,27,88,29,Carrier B,524.93,Supplier 1,Bangalore,10,313,8,40.91,Fail,1.069491,Road,Route B,427.33
skincare,SKU404,32.59,29,575,7901.9,Female,79,18,65,25,Carrier B,261.58,Supplier 3,Mumbai,28,412,12,42.76,Pass,0.527641,Sea,Route B,222.31
haircare,SKU405,81.39,46,755,3123.25,Female,54,12,35,12,Carrier C,221.26,Supplier 3,Mumbai,19,347,7,50.72,Fail,1.127951,Air,Route A,380.49
cosmetics,SKU406,83.12,17,423,4930.99,Male,55,24,9,1,Carrier A,740.16,Supplier 1,Bangalore,19,150,6,24.76,Fail,1.16951,Air,Route C,573.22
skincare,SKU407,26.81,58,758,7194.41,Female,64,8,51,22,Carrier B,695.48,Supplier 3,Kolkata,14,668,25,65.8,Pass,3.431851,Sea,Route B,344.19
skincare,SKU408,15.79,98,718,8504.53,Unknown,81,18,58,16,Carrier C,742.07,Supplier 2,Bangalore,10,412,27,43.57,Pass,2.362235,Air,Route A,921.24
haircare,SKU409,20.04,49,904,5762.15,Non-binary,56,12,40,19,Carrier B,434.72,Supplier 5,Delhi,29,162,17,98.56,Pass,1.906656,Sea,Route A,104.52
skincare,SKU410,89.91,61,7,3946.53,Non-binary,44,12,42,8,Carrier C,363.89,Supplier 3,Kolkata,3,340,1,24.72,Pending,4.0905,Air,Route C,574.67
cosmetics,SKU411,53.88,30,114,5030.89,Non-binary,35,14,7,18,Carrier C,449.47,Supplier 1,Kolkata,18,305,9,22.48,Pending,2.516509,Sea,Route A,434.75
skincare,SKU412,35.82,5,607,7535.8,Non-binary,55,6,88,17,Carrier B,917.18,Supplier 5,Delhi,25,845,21,62.85,Pending,4.729846,Air,Route B,962.3
haircare,SKU413,68.76,11,2,6066.6,Female,77,17,66,25,Carrier C,778.29,Supplier 1,Delhi,27,574,15,25.57,Pending,1.94873,Sea,Route C,671.62
haircare,SKU414,31.75,18,966,9009.47,Non-binary,88,25,32,6,Carrier C,807.56,Supplier 1,Kolkata,24,767,23,30.93,Pending,1.85324,Sea,Route C,631.31
skincare,SKU415,88.67,52,398,8707.34,Male,13,13,2,7,Carrier A,809.4,Supplier 4,Bangalore,14,588,24,25.04,Fail,2.877915,Road,Route C,413.71
skincare,SKU416,11.23,54,387,4063.41,Non-binary,30,12,9,16,Carrier C,366.07,Supplier 3,Chennai,11,666,17,94.07,Fail,0.841256,Air,Route C,289.74
cosmetics,SKU417,86.4,45,232,2045.8,Non-binary,6,11,70,5,Carrier C,316.19,Supplier 5,Mumbai,20,927,23,58.43,Fail,4.879873,Sea,Route A,948.23
skincare,SKU418,70.29,81,521,5442.49,Non-binary,56,19,6,8,Carrier A,811.98,Supplier 4,Mumbai,16,962,3,98.84,Pass,1.808192,Rail,Route C,462.88
haircare,SKU419,15.48,50,423,6377.51,Unknown,40,29,95,2,Carrier C,544.57,Supplier 3,Mumbai,12,496,16,77.42,Pass,2.60651,Sea,Route B,143.83
cosmetics,SKU420,15.48,93,68,4806.97,Unknown,18,2,39,6,Carrier C,207.81,Supplier 3,Delhi,4,303,2,38.21,Pass,1.278521,Air,Route C,272.16
cosmetics,SKU421,63.67,60,169,6852.81,Non-binary,94,14,55,14,Carrier B,821.24,Supplier 1,Delhi,21,494,1,35.47,Pending,4.570307,Sea,Route C,240.44
skincare,SKU422,81.53,83,394,4812.61,Male,82,26,35,3,Carrier C,312.17,Supplier 1,Mumbai,11,519,18,26.57,Pass,1.09403,Rail,Route B,171.83
skincare,SKU423,38.29,7,683,5249.86,Male,81,7,55,28,Carrier C,695.45,Supplier 1,Chennai,6,680,4,30.19,Pass,2.756807,Air,Route A,547.35
cosmetics,SKU424,29.51,75,166,3476.29,Male,63,12,89,27,Carrier B,429.66,Supplier 4,Chennai,16,579,14,23.92,Fail,0.557139,Air,Route A,878.36
haircare,SKU425,37.04,5,194,5938.07,Non-binary,19,22,61,27,Carrier B,630.13,Supplier 3,Bangalore,21,801,13,71.43,Pass,1.653534,Sea,Route A,225.84
cosmetics,SKU426,60.09,71,830,1250.74,Female,48,10,9,12,Carrier C,892.72,Supplier 2,Delhi,6,779,14,89.54,Pass,3.48989,Air,Route A,703.04
cosmetics,SKU427,60.77,96,953,7782.32,Unknown,16,20,19,3,Carrier C,455.4,Supplier 2,Mumbai,28,599,22,52.98,Pending,4.778302,Road,Route A,509.95
cosmetics,SKU428,96.72,53,956,6331.86,Female,95,14,49,17,Carrier A,740.91,Supplier 5,Kolkata,25,540,22,58.94,Fail,3.774018,Sea,Route A,887.31
cosmetics,SKU429,39.13,46,786,4573.63,Non-binary,37,19,52,25,Carrier C,536.24,Supplier 1,Chennai,28,929,19,57.03,Pass,3.401987,Road,Route A,994.83
skincare,SKU430,74.39,45,729,5158.34,Non-binary,77,24,73,18,Carrier C,827.83,Supplier 4,Delhi,8,655,6,30.34,Fail,0.606709,Air,Route C,518.3
skincare,SKU431,76.4,38,725,5562.08,Male,75,1,49,8,Carrier C,469.5,Supplier 3,Bangalore,18,935,1,54.04,Pass,2.385053,Air,Route A,138.13
cosmetics,SKU432,17.42,84,778,4800.39,Female,36,18,59,29,Carrier A,689.09,Supplier 3,Chennai,16,887,22,86.46,Fail,0.741777,Air,Route C,252.52
haircare,SKU433,29.57,10,523,6599.1,Male,5,24,5,21,Carrier B,892.58,Supplier 5,Kolkata,21,929,5,45.15,Pass,3.902675,Rail,Route B,105.59
cosmetics,SKU434,98.8,32,721,5211.14,Female,84,17,88,10,Carrier C,763.24,Supplier 1,Chennai,27,855,13,65.25,Pending,3.711213,Road,Route C,768.89
cosmetics,SKU435,33.91,41,227,2347.97,Non-binary,47,15,12,4,Carrier C,834.05,Supplier 2,Chennai,1,551,16,90.82,Fail,4.977739,Rail,Route C,366.42
skincare,SKU436,15.14,82,714,5286.93,Non-binary,11,26,94,24,Carrier A,247.49,Supplier 1,Kolkata,23,350,8,75.5,Pending,4.0044,Sea,Route B,491.52
haircare,SKU437,47.54,20,424,8418.28,Female,71,4,7,10,Carrier B,574.69,Supplier 4,Delhi,25,814,5,23.49,Fail,3.913587,Air,Route A,714.57
haircare,SKU438,79.19,15,781,7751.74,Unknown,8,2,24,2,Carrier B,150.84,Supplier 3,Chennai,18,172,14,85.2,Pass,1.164175,Air,Route A,949.28
cosmetics,SKU439,26.85,41,724,4242.38,Unknown,70,6,32,24,Carrier B,922.38,Supplier 2,Delhi,19,159,16,98.58,Pending,2.588689,Rail,Route A,876.93
haircare,SKU440,26.98,41,74,6767.0,Male,65,27,96,8,Carrier B,967.29,Supplier 1,Kolkata,19,695,25,80.63,Pending,0.835378,Sea,Route C,666.81
haircare,SKU441,82.41,77,424,9515.21,Non-binary,13,19,41,25,Carrier B,434.49,Supplier 2,Mumbai,3,750,19,22.39,Pending,4.832185,Rail,Route B,734.21
haircare,SKU442,79.75,62,35,5917.6,Unknown,69,2,59,28,Carrier C,608.4,Supplier 3,Mumbai,20,472,25,23.65,Fail,2.054708,Sea,Route C,184.13
cosmetics,SKU443,95.03,43,83,6948.68,Unknown,65,25,41,9,Carrier A,180.78,Supplier 2,Chennai,19,316,2,84.63,Fail,1.211445,Road,Route B,293.37
skincare,SKU444,71.87,78,650,8542.36,Unknown,0,11,46,10,Carrier B,66.44,Supplier 4,Delhi,3,547,23,80.05,Fail,1.161666,Road,Route A,869.84
cosmetics,SKU445,23.21,93,359,6495.21,Male,90,6,10,7,Carrier A,907.61,Supplier 3,Delhi,13,886,13,83.27,Pass,2.590263,Air,Route C,910.13
cosmetics,SKU446,10.6,15,205,3772.72,Female,87,5,82,18,Carrier C,187.04,Supplier 5,Delhi,28,101,26,99.96,Pass,4.969563,Road,Route B,412.94
haircare,SKU447,78.73,92,993,6311.65,Non-binary,39,20,3,17,Carrier B,179.93,Supplier 3,Bangalore,26,517,24,73.1,Pass,1.069906,Rail,Route B,713.17
cosmetics,SKU448,72.99,85,350,2416.45,Non-binary,98,8,92,18,Carrier B,380.0,Supplier 5,Kolkata,29,120,17,32.34,Pending,4.878109,Road,Route B,957.72
cosmetics,SKU449,97.12,31,774,4308.36,Female,15,29,13,15,Carrier A,538.01,Supplier 1,Bangalore,21,146,21,79.92,Pass,2.257515,Sea,Route B,248.54
skincare,SKU450,97.89,63,443,5051.65,Non-binary,66,16,97,25,Carrier B,133.91,Supplier 1,Delhi,6,653,27,56.92,Pass,0.179853,Road,Route C,909.16
haircare,SKU451,12.67,42,185,4616.93,Male,86,22,77,5,Carrier A,566.88,Supplier 4,Chennai,27,609,7,38.66,Pending,2.249317,Rail,Route A,997.07
skincare,SKU452,42.51,1,739,3397.51,Non-binary,78,26,28,11,Carrier B,275.73,Supplier 1,Chennai,3,145,25,33.74,Pending,4.212844,Sea,Route C,212.05
skincare,SKU453,96.6,81,545,4683.49,Unknown,68,10,76,22,Carrier C,649.71,Supplier 4,Bangalore,26,454,2,91.28,Pass,1.484179,Sea,Route A,625.85
cosmetics,SKU454,61.03,59,279,5201.86,Male,44,25,94,8,Carrier B,411.29,Supplier 5,Bangalore,15,281,5,39.29,Pending,1.093402,Air,Route C,251.28
skincare,SKU455,7.4,16,808,7932.07,Female,1,28,55,25,Carrier A,324.0,Supplier 5,Bangalore,8,213,8,74.24,Pending,4.006595,Rail,Route A,736.45
skincare,SKU456,19.57,27,817,2372.98,Non-binary,39,16,46,13,Carrier A,209.95,Supplier 4,Bangalore,4,946,25,95.54,Fail,0.611315,Rail,Route B,164.68
haircare,SKU457,10.64,15,576,2896.54,Female,89,5,66,24,Carrier B,658.66,Supplier 2,Chennai,18,570,4,96.52,Pass,1.451685,Air,Route B,571.27
cosmetics,SKU458,21.8,28,380,1917.43,Male,18,26,35,14,Carrier B,519.14,Supplier 1,Chennai,4,369,2,56.84,Pass,0.478445,Sea,Route A,555.27
cosmetics,SKU459,14.57,92,621,9677.32,Unknown,9,9,55,21,Carrier C,416.8,Supplier 2,Bangalore,7,696,4,97.16,Pending,0.154621,Road,Route A,866.59
cosmetics,SKU460,43.69,80,990,9740.77,Non-binary,97,26,48,17,Carrier A,997.82,Supplier 1,Delhi,23,430,25,69.62,Pending,3.3013,Sea,Route C,529.76
skincare,SKU461,48.53,1,769,2725.78,Unknown,92,4,37,20,Carrier C,218.1,Supplier 5,Mumbai,11,381,16,29.62,Pending,3.157255,Rail,Route C,628.67
cosmetics,SKU462,8.32,90,605,6726.35,Unknown,11,26,37,22,Carrier C,363.95,Supplier 3,Mumbai,5,866,23,45.26,Pass,2.981459,Road,Route A,124.28
skincare,SKU463,38.36,83,955,8658.76,Non-binary,88,11,68,28,Carrier C,448.39,Supplier 4,Kolkata,23,980,7,74.51,Pending,1.702019,Rail,Route B,930.66
skincare,SKU464,29.21,28,39,8822.37,Female,18,13,58,10,Carrier C,243.22,Supplier 3,Bangalore,22,197,28,73.37,Pending,2.014218,Sea,Route C,495.11
cosmetics,SKU465,7.09,78,337,3135.75,Non-binary,38,9,16,15,Carrier A,630.53,Supplier 1,Bangalore,27,592,26,44.42,Fail,4.122403,Rail,Route A,798.28
skincare,SKU466,98.77,17,783,8781.48,Male,30,22,13,22,Carrier A,323.94,Supplier 2,Chennai,16,904,14,62.67,Fail,3.178411,Rail,Route A,750.3
cosmetics,SKU467,29.13,17,714,2155.87,Unknown,58,24,38,7,Carrier A,343.15,Supplier 1,Mumbai,12,481,24,93.08,Fail,0.782252,Sea,Route B,325.35
haircare,SKU468,67.33,78,998,6989.04,Non-binary,17,9,72,18,Carrier A,84.64,Supplier 4,Chennai,1,996,22,53.29,Fail,4.526081,Air,Route C,787.71
cosmetics,SKU469,64.91,40,555,6067.54,Female,55,20,48,13,Carrier C,986.58,Supplier 2,Mumbai,29,670,4,41.69,Fail,2.583529,Rail,Route A,371.75
haircare,SKU470,7.15,54,274,6768.0,Unknown,65,3,90,26,Carrier B,583.16,Supplier 3,Chennai,23,320,26,36.75,Pass,1.996929,Rail,Route A,669.99
cosmetics,SKU471,70.84,65,76,2953.54,Male,51,3,83,23,Carrier B,954.38,Supplier 1,Chennai,24,327,14,89.92,Pending,1.412335,Road,Route B,109.35
haircare,SKU472,60.12,14,367,1050.83,Male,77,21,41,1,Carrier B,685.67,Supplier 1,Chennai,1,592,26,91.94,Pending,0.209359,Road,Route A,828.26
cosmetics,SKU473,36.73,38,760,1260.75,Non-binary,96,6,44,16,Carrier A,851.17,Supplier 5,Mumbai,5,622,9,80.97,Fail,1.744414,Road,Route B,606.46
haircare,SKU474,7.59,37,159,7982.24,Female,81,7,36,27,Carrier B,101.97,Supplier 5,Kolkata,17,981,26,60.59,Fail,4.164913,Sea,Route B,288.75
haircare,SKU475,88.79,63,675,7127.05,Male,0,27,57,19,Carrier B,875.71,Supplier 5,Mumbai,19,550,18,45.1,Fail,2.223855,Air,Route C,658.39
cosmetics,SKU476,94.31,5,585,8092.95,Female,47,26,46,5,Carrier B,671.62,Supplier 4,Bangalore,25,533,28,27.33,Pass,4.136176,Air,Route B,360.87
haircare,SKU477,49.59,71,969,3074.47,Unknown,46,6,7,13,Carrier B,62.71,Supplier 1,Kolkata,28,917,12,97.15,Fail,2.155108,Rail,Route B,355.43
haircare,SKU478,48.42,5,735,6621.32,Female,8,28,81,8,Carrier A,403.89,Supplier 5,Delhi,16,549,27,68.89,Fail,4.100431,Sea,Route C,877.54
cosmetics,SKU479,61.19,47,293,8231.2,Non-binary,69,3,80,15,Carrier B,401.85,Supplier 4,Chennai,21,669,25,83.96,Pass,3.370158,Road,Route B,997.18
haircare,SKU480,7.22,64,478,2124.77,Non-binary,62,14,83,4,Carrier A,857.41,Supplier 3,Mumbai,17,430,14,38.53,Pending,1.223856,Sea,Route A,250.99
cosmetics,SKU481,19.46,28,357,8781.5,Non-binary,21,6,34,20,Carrier A,535.76,Supplier 1,Mumbai,26,738,4,78.34,Pending,4.491451,Rail,Route A,945.06
cosmetics,SKU482,99.16,22,717,8040.87,Female,44,3,20,29,Carrier C,874.36,Supplier 5,Kolkata,7,530,21,88.99,Pending,3.227421,Road,Route A,789.53
haircare,SKU483,37.36,36,228,8917.92,Male,70,16,73,12,Carrier C,604.06,Supplier 3,Delhi,24,283,27,56.81,Pass,0.30677,Sea,Route A,691.63
skincare,SKU484,17.54,16,684,6064.64,Male,58,20,59,16,Carrier C,261.55,Supplier 3,Bangalore,16,819,25,93.41,Pass,2.644078,Sea,Route C,403.46
cosmetics,SKU485,34.17,34,326,6629.18,Female,67,15,66,5,Carrier C,368.03,Supplier 2,Kolkata,6,582,18,35.81,Pass,3.123276,Road,Route A,598.59
cosmetics,SKU486,35.77,33,201,5568.51,Non-binary,6,29,74,25,Carrier C,584.66,Supplier 3,Bangalore,10,224,8,52.47,Pending,4.719269,Sea,Route C,561.52
cosmetics,SKU487,31.84,67,249,7163.35,Female,80,15,77,17,Carrier C,697.14,Supplier 3,Chennai,6,389,12,33.68,Pending,0.05979,Rail,Route C,133.52
haircare,SKU488,80.64,52,198,8996.23,Unknown,63,8,5,29,Carrier A,222.0,Supplier 2,Mumbai,10,977,22,41.47,Pending,0.227207,Air,Route A,620.99
skincare,SKU489,86.79,80,957,3916.12,Non-binary,2,21,93,9,Carrier C,810.2,Supplier 2,Kolkata,14,150,22,65.63,Fail,2.302092,Air,Route B,137.59
cosmetics,SKU490,51.88,37,627,5196.67,Female,44,5,93,7,Carrier C,843.94,Supplier 3,Delhi,25,996,12,73.51,Pending,3.555762,Air,Route A,437.05
skincare,SKU491,99.97,99,296,4171.77,Unknown,76,27,77,6,Carrier A,960.07,Supplier 5,Bangalore,8,784,6,84.96,Pass,0.338185,Rail,Route C,969.47
skincare,SKU492,86.77,69,101,3134.16,Female,60,26,25,18,Carrier B,682.26,Supplier 5,Bangalore,12,937,19,56.86,Fail,0.003582,Air,Route B,230.98
skincare,SKU493,25.98,53,641,2371.9,Non-binary,73,4,7,20,Carrier C,144.91,Supplier 5,Mumbai,8,613,17,22.34,Fail,3.354976,Road,Route A,117.41
skincare,SKU494,22.64,67,863,2828.12,Non-binary,82,26,75,6,Carrier B,294.79,Supplier 2,Bangalore,8,133,24,72.11,Fail,1.434425,Air,Route A,122.8
skincare,SKU495,97.91,71,678,6362.11,Male,34,23,42,27,Carrier A,117.97,Supplier 2,Delhi,24,175,14,96.44,Fail,0.743656,Sea,Route C,305.27
haircare,SKU496,25.46,70,944,5343.15,Male,75,12,97,25,Carrier C,246.57,Supplier 3,Kolkata,7,328,22,66.88,Fail,0.261269,Air,Route C,388.66
skincare,SKU497,87.53,71,574,9162.06,Female,38,22,53,6,Carrier B,672.66,Supplier 1,Kolkata,25,798,3,76.45,Pass,2.380358,Rail,Route B,863.02
cosmetics,SKU498,51.71,25,163,6720.21,Unknown,6,27,69,24,Carrier C,212.56,Supplier 5,Bangalore,13,639,22,87.49,Pending,3.67945,Sea,Route A,658.12
cosmetics,SKU499,93.47,43,853,2293.5,Unknown,14,19,53,9,Carrier C,637.56,Supplier 1,Chennai,13,262,19,84.26,Fail,0.924974,Air,Route A,189.53
haircare,SKU500,36.95,56,165,9567.89,Male,30,21,58,18,Carrier A,923.59,Supplier 1,Chennai,18,138,29,82.24,Fail,4.510456,Sea,Route C,576.9
skincare,SKU501,31.35,51,700,4057.82,Unknown,95,26,16,14,Carrier C,284.55,Supplier 2,Chennai,4,459,5,77.48,Fail,2.184299,Air,Route C,318.86
skincare,SKU502,51.51,45,368,8217.97,Female,97,24,19,9,Carrier A,622.19,Supplier 2,Bangalore,12,936,26,87.77,Pending,3.462436,Rail,Route A,245.15
skincare,SKU503,76.34,82,737,8999.92,Non-binary,14,13,19,27,Carrier B,748.12,Supplier 5,Mumbai,22,487,21,88.24,Pending,3.907011,Air,Route A,197.98
cosmetics,SKU504,94.88,66,518,5397.33,Unknown,50,24,72,28,Carrier C,879.03,Supplier 5,Mumbai,11,904,25,99.63,Pass,4.364015,Air,Route A,536.74
haircare,SKU505,32.91,63,589,1966.46,Non-binary,73,21,17,1,Carrier A,686.56,Supplier 2,Kolkata,4,201,24,39.2,Pending,3.052748,Road,Route A,901.79
haircare,SKU506,30.43,18,604,2524.27,Non-binary,75,29,4,5,Carrier A,597.75,Supplier 4,Bangalore,4,428,8,37.49,Pending,2.202947,Rail,Route A,497.95
haircare,SKU507,75.99,61,330,3773.45,Unknown,76,20,85,17,Carrier C,181.11,Supplier 5,Delhi,13,127,10,66.41,Fail,2.08392,Sea,Route C,405.21
haircare,SKU508,84.02,8,679,4184.23,Male,16,12,94,11,Carrier C,496.6,Supplier 2,Bangalore,11,318,10,25.61,Fail,2.944816,Road,Route C,115.89
skincare,SKU509,81.71,93,809,7799.86,Non-binary,16,19,76,22,Carrier A,233.24,Supplier 3,Kolkata,19,346,20,36.15,Pass,0.192234,Sea,Route A,786.85
haircare,SKU510,56.9,64,427,5393.14,Unknown,67,18,45,22,Carrier B,376.79,Supplier 2,Delhi,13,550,23,38.78,Pending,3.218103,Sea,Route C,874.64
cosmetics,SKU511,9.19,38,54,7329.8,Non-binary,66,22,3,13,Carrier B,740.11,Supplier 2,Bangalore,5,637,1,72.02,Fail,1.81046,Air,Route B,615.46
cosmetics,SKU512,96.42,73,349,5297.26,Female,26,18,1,14,Carrier A,69.76,Supplier 1,Kolkata,6,263,11,90.87,Pending,3.29927,Rail,Route C,818.84
skincare,SKU513,34.38,11,41,4820.28,Non-binary,43,20,43,19,Carrier B,464.44,Supplier 5,Delhi,3,999,24,23.51,Fail,3.551178,Road,Route B,174.2
haircare,SKU514,35.37,48,486,5037.73,Female,93,15,14,10,Carrier B,363.05,Supplier 4,Mumbai,12,561,20,44.56,Pending,1.992339,Air,Route B,904.14
skincare,SKU515,93.0,59,708,5438.85,Non-binary,22,8,97,2,Carrier C,978.89,Supplier 2,Mumbai,29,302,29,41.64,Pending,0.154854,Road,Route A,837.81
skincare,SKU516,53.27,8,165,3984.57,Female,7,24,56,7,Carrier C,653.01,Supplier 3,Mumbai,17,647,9,65.74,Fail,3.207772,Sea,Route B,412.42
cosmetics,SKU517,6.26,35,654,8168.46,Unknown,83,11,31,28,Carrier C,400.49,Supplier 3,Kolkata,23,799,15,30.03,Fail,3.452058,Rail,Route A,289.75
skincare,SKU518,55.59,97,104,9876.26,Unknown,51,15,67,12,Carrier C,846.17,Supplier 3,Delhi,11,818,24,29.03,Pending,3.306724,Sea,Route A,871.08
cosmetics,SKU519,41.11,41,954,5559.33,Non-binary,21,17,36,23,Carrier B,389.05,Supplier 5,Delhi,22,140,1,31.97,Fail,3.516594,Rail,Route A,815.32
haircare,SKU520,24.68,37,731,3166.09,Unknown,67,13,85,25,Carrier C,515.98,Supplier 3,Bangalore,5,990,12,35.7,Pending,2.175466,Rail,Route B,149.47
cosmetics,SKU521,24.83,46,873,7386.06,Male,13,27,98,12,Carrier A,500.2,Supplier 3,Bangalore,25,422,26,56.83,Pass,2.616179,Road,Route C,545.99
haircare,SKU522,68.02,3,592,9016.33,Non-binary,9,10,74,17,Carrier B,506.31,Supplier 4,Delhi,2,944,8,77.46,Fail,3.135747,Air,Route A,174.0
skincare,SKU523,56.25,45,743,1695.29,Non-binary,10,5,5,26,Carrier B,485.22,Supplier 4,Bangalore,24,271,14,62.62,Fail,3.236136,Rail,Route A,956.1
haircare,SKU524,17.8,20,131,8953.14,Unknown,44,11,45,12,Carrier B,889.52,Supplier 3,Delhi,4,524,9,86.29,Pending,4.71711,Rail,Route C,473.59
skincare,SKU525,87.94,36,231,2922.18,Male,49,21,11,9,Carrier C,925.54,Supplier 2,Bangalore,4,530,3,68.58,Pass,4.101315,Air,Route B,409.3
haircare,SKU526,52.45,61,510,4814.62,Male,7,28,39,15,Carrier C,467.48,Supplier 5,Kolkata,28,897,11,40.7,Fail,2.150887,Rail,Route B,689.03
